ESTABLECIMIENTO,PROVINCIA,MUNICIPIO,TITULAR,DIRECCIÓN,DEPARTAMENTO DE SALUD,ZONA ZBS,ZONA FARMACÉUTICA
A-582-F,ALICANTE,ALICANTE/ALACANT,BEATRIZ FLORES ARGENTE,"CALLE Pintor Antonio Amoros, 2, 03015",17,4,21
A-583-F,ALICANTE,ALICANTE/ALACANT,MARIA JOSE ZARAGOZA BERNAL,"CALLE Ramon Gomez Sempere, 28, 03008",19,2,21
A-586-F,ALICANTE,ALICANTE/ALACANT,TOMAS SANCHEZ COBO,"PASEO Mayor, 30, 03113",19,3,21
A-596-F,ALICANTE,ALICANTE/ALACANT,CARMEN BOLUFER VIGRANA,"AVDA Costa Blanca, 21, 03540",17,5,21
A-602-F,ALICANTE,ALICANTE/ALACANT,PALOMA PAYNO DE ORIVE," CENTRO COMERCIAL PAU, SUBLOCAL 4-2, , 03540",17,5,21
A-60-F,ALICANTE,ALICANTE/ALACANT,CONCEPCION DOMINGUEZ GALBIS,"CALLE Plus Ultra, 11, 03012",19,1,21
A-62-F,ALICANTE,ALICANTE/ALACANT,JOSE MARIA PAEZ CLAVERO,"CALLE Prudencio de la Vi?a, 9, 03007",19,3,21
A-630-F,ALICANTE,ALICANTE/ALACANT,FRANCISCO FERNANDEZ BELTRAN,"AVDA Doctor Rico, 7, 03005",19,4,21
A-64-F,ALICANTE,ALICANTE/ALACANT,PILAR GALAN VAZQUEZ,"GTA Deportista Javier Cabanas, 9, 03540",17,5,21
A-657-F,ALICANTE,ALICANTE/ALACANT,MATIAS MENDEZ HERNANDEZ,"CALLE Dr. Jose Luis de la Vega, 2, 03012",17,3,21
A-660-F,ALICANTE,ALICANTE/ALACANT,"MARINA JOVER MARTINEZ, DANIEL JOVER MARTINEZ","AVDA Costa Blanca, 110, 03540",17,5,21
A-67-F,ALICANTE,ALICANTE/ALACANT,"MERCEDES RUIZ DE LA CUESTA JUSTE, MARIA DEL DULCE NOMBRE ESTAÑ YAGO","CALLE Pintor Gisbert, 50, 03005",19,4,21
A-680-F,ALICANTE,ALICANTE/ALACANT,MARIA JOSE GOMEZ GUTIERREZ,"AVDA DE LA CONDOMINA, 45, 03016",17,5,21
A-686-F,ALICANTE,ALICANTE/ALACANT,DOLORES ROSA COMPAÑ BARCO,"CTRA Alcoraya, 88, 03699",19,10,21
A-76-F,ALICANTE,ALICANTE/ALACANT,DOLORES GALIPIENSO POVEDA,"CALLE ELOY ARENAS, 46, 03006",19,3,21
A-81-F,ALICANTE,ALICANTE/ALACANT,"IGNACIO MATAIX DIAZ, CONCEPCION DIAZ LALIGA","CALLE Antonio Maura, 22, 03013",17,3,21
A-86-F,ALICANTE,ALICANTE/ALACANT,ISABEL JORNET GARCIA,"AVDA JIJONA, 44, 03012",19,1,21
A-87-F,ALICANTE,ALICANTE/ALACANT,MARIA CONSOLACION CORTES SEGUI,"CALLE Medico Vicente Reyes, 12, 03015",17,3,21
A-88-F,ALICANTE,ALICANTE/ALACANT,JOSE LUIS GIMENO JOVER,"PLAZA Oran, 4, 03014",19,6,21
A-90-F,ALICANTE,ALICANTE/ALACANT,SOLEDAD MARTINEZ LILLO,"AVDA Alfonso el Sabio, 34, 03004",17,1,21
A-91-F,ALICANTE,ALICANTE/ALACANT,PASCUAL PEDRO MOLINA FERRI,"CALLE Maestro Caballero, 1, 03004",19,1,21
A-92-F,ALICANTE,ALICANTE/ALACANT,"CARMEN CANALES MIRA, JOSE MARIA SANZ CANALES","CALLE Calderon de la Barca, 29, 03004",17,2,21
A-99-F,ALICANTE,ALICANTE/ALACANT,Mª DOLORES PEREZ CARRION,"CALLE Hermanos Soto Chapuli, 2, 03010",19,1,21
A-9-F,ALICANTE,ALICANTE/ALACANT,JOSE MANUEL MIQUEL FERNANDEZ,"CALLE San Carlos, 131, 03013",17,3,21
A-138-F,ALICANTE,ALMORADI,ABEL JESUS MORENO SELMA,"CALLE Mayor, 75, 03160",21,2,36
A-140-F,ALICANTE,ALMORADI,ALICIA MARTINEZ REINA,"PLAZA De la Constitucion, 11, 03160",21,2,36
A-254-F,ALICANTE,ALMORADI,JUAN PASCUAL VALDES BIRLANGA,"CALLE Mayor, 29, 03160",21,2,36
A-498-F,ALICANTE,ALMORADI,ALFONSO CARMELO SORIANO CANO,"CALLE Nuestra SeÃ±ora de Monserrate, 34, 03160",21,2,36
A-733-F,ALICANTE,ALMORADI,JOSE LUIS MARTINEZ-LOZANO MARTINEZ,"CALLE Canalejas, 13, 03160",21,2,36
A-810-F,ALICANTE,ALMORADI,MIRIAM CLEMENTE PEREZ,"AVDA Doctor MaraÃ±on, 14, 03160",21,2,36
A-838-F,ALICANTE,ALMORADI,ALICIA PERIS LEON,"CALLE Cristobal Colon, , 03160",21,2,36
A-650-F,ALICANTE,ALMUDAINA,RAFAEL FRANCISCO PEREZ PEREZ,"C San Bertomeu, 23, 03016",15,9,15
A-543-F,ALICANTE,ALQUERIA D'ASNAR (L'),MIREIA GARCIA  SAN FELIX,"AVDA Pais Valencia, 16, 03829",15,9,15
A-139-F,ALICANTE,ALTEA,MATIAS GUILLEN RIERA,"C Sequia (la), 17, 03590",16,2,16
A-256-F,ALICANTE,ALTEA,"ANA BERENGUER LERMA, ANGELES LERMA PEREZ","C Costera Pont del Montcau, 1, 03590",16,2,16
A-325-F,ALICANTE,ALTEA,DIEGO SOLER DIAZ," AYUNTAMIENTO, 22, 03590",16,2,16
A-494-F,ALICANTE,ALTEA,JUAN B. GALIANA FERRANDO,"C Sant Pere, 36, 03590",16,2,16
A-495-F,ALICANTE,ALTEA,LEANDRA CHORRO SALVA,"CALLE Carretera Callosa, 67, 03599",16,2,16
A-574-F,ALICANTE,ALTEA,FRANCISCA PEREZ ALBIÑANA,"C Beniarda, 2, 03590",16,2,16
A-654-F,ALICANTE,ALTEA,MAGDALENA LLORET GORGOLL,". Partida Cap-Negret, 18, 03590",16,2,16
A-822-F,ALICANTE,ALTEA,VICENTE VICENT LOPEZ,"AV Comunitat Valenciana, 6, 03590",16,2,16
A-114-F,ALICANTE,ASPE,Mª JOSE LOPEZ LLORET,"CALLE San Jose, 42, 03680",24,1,26
A-188-F,ALICANTE,ASPE,JAVIER SANTIAS SAMPERIO,"AVDA Constitucion, 4, 03680",24,1,26
A-19-F,ALICANTE,ASPE,CARMEN BORDALLO OREJA,"PQUE Doctor Calatayud, 12, 03680",24,1,26
A-402-F,ALICANTE,ASPE,JAVIER DIEZ CANICIO,"CALLE Jaime i el Conquistador, 33, 03680",24,1,26
A-427-F,ALICANTE,ASPE,ADOLFO OTERO COVES,"CALLE Isaac Albeniz, 2, 03680",24,1,26
A-50-F,ALICANTE,ASPE,JAVIER CREMADES ALCARAZ,"CALLE Teodoro Alenda, 24, 03680",24,1,26
A-823-F,ALICANTE,ASPE,JULIO PIERA BALAGUER,"AVDA Padre Ismael, 58, 03680",24,1,26
A-523-F,ALICANTE,"ATZUBIA, L'",MARIA ROSA PEIRO CABRERA,"CALLE Torres OrduÃ±a, 58, 03786",13,9,7
A-530-F,ALICANTE,BALONES,JULIO JIMENEZ VALERA,"PL Marti Gadea, 2, 03812",15,5,14
A-179-F,ALICANTE,BANYERES DE MARIOLA,ENRIQUE GARCIA CARRION,"AVDA DE LA CONSTITUCION, 11, 03450",15,4,10
A-189-F,ALICANTE,BANYERES DE MARIOLA,MARIA AMIGO AVELLAN,"CALLE Creu (la), 17, 03450",15,4,10
A-622-F,ALICANTE,BENASAU,MIGUEL SALVADOR RIPOLL LLOBELL,"CALLE Mayor, 5, 03814",15,5,14
A-168-F,ALICANTE,BENEIXAMA,JUAN EGEA SOLER,"CALLE Ramon y Cajal, 14, 03460",18,2,27
A-72-F,ALICANTE,BENEJUZAR,DOMINGO GONZALEZ RUIZ,"CALLE Cayetano Durendez, 1, 03390",21,3,37
A-820-F,ALICANTE,BENEJUZAR,ALICIA CAMPOS GIL,"CALLE EspaÃ±a, 38, 03390",21,3,37
A-293-F,ALICANTE,BENFERRI,PURIFICACION NAVARRO GOMEZ-PARDO,"PLAZA Constitucion (la), 13, 03316",21,6,41
A-156-F,ALICANTE,BENIARBEIG,VICENTE J. MIRALLES VIVES,"AVDA Vergel (de), 10, 03778",13,6,3
A-618-F,ALICANTE,BENIARDA,CARMEN RODRIGUEZ RUIZ,"CALLE Sol, 3, 03517",16,5,18
A-149-F,ALICANTE,BENIARRES,FRANCISCO JOSE MARTINEZ LLAMAS,"CARRE Sant Pere, 3, 03850",15,9,15
A-507-F,ALICANTE,BENIDOLEIG,MARIANA SALVA RUIZ,"CALLE RACONADA, 2, 03759",13,6,6
A-173-F,ALICANTE,BENIDORM,JORGE MARTINEZ DE LA CAMARA SALMERON,"C/ ALAMEDA, 3, 03501",16,3,17
A-268-F,ALICANTE,BENIDORM,"FULGENCIO LUZ RUIZ, MATIAS RAFAEL LUZ RUIZ","PG Carretera, 27, 03501",16,3,17
A-300-F,ALICANTE,BENIDORM,"SONIA ORTIZ O&apos;CONNOR, ALEJANDRA ORTIZ O&apos;CONNOR","C Tomas Ortu?o, 71, 03501",16,3,17
A-309-F,ALICANTE,BENIDORM,ANGELA SALA VALLEJO,"AVDA ALCOY, 16, 03503",16,3,17
A-319-F,ALICANTE,BENIDORM,MARIA GRACIA MARTINEZ CARCEL,"AV Vila Joiosa, 4, 03502",16,4,17
A-361-F,ALICANTE,BENIDORM,"PATRICIA CRESPO SORIA, JOSEFA SORIA BAYONA","AV Beniarda, 31, 03502",16,4,17
A-365-F,ALICANTE,BENIDORM,LIVIO MURIEL LOPEZ,"AVDA Mediterraneo, 57, 03503",16,3,17
A-379-F,ALICANTE,BENIDORM,ANA MARÍA CORDERO SERNA,"AVDA Almeria, 4, 03503",16,3,17
A-392-F,ALICANTE,BENIDORM,"LAURA CLIMENT PERIS, MARIA DOLORES PERIS PERIS","CALLE Marques de Comillas, 22, 03501",16,3,17
A-394-F,ALICANTE,BENIDORM,BLANCA LLACER OCHOA,"AVDA Montecarlo, 11, 03503",16,3,17
A-506-F,ALICANTE,BENIDORM,Mª PILAR CRIADO FUSTER,"AVDA ALFONSO PUCHADES, 14, 03501",16,4,17
A-567-F,ALICANTE,BENIDORM,MARIA DEL PILAR PEREZ-LOBO GONZALEZ,"AVDA Mediterraneo, 3, 03503",16,3,17
A-568-F,ALICANTE,BENIDORM,"JOSE PASCUAL NAVARRO CAYUELAS, PAULA NAVARRO MORANTE","AV Juan Fuster Zaragoza, 1, 03503",16,3,17
A-571-F,ALICANTE,BENIDORM,JAIME J. CARBONELL MARTINEZ,"AV JAIME I. EDF.ROCA BLANCA, 38, 03500",16,4,17
A-572-F,ALICANTE,BENIDORM,"Mª ELENA TOLEDANO IVORRA, ROSA RUIZ GALVEZ","AVDA LOS ALMENDROS, 17, 03501",16,4,17
A-573-F,ALICANTE,BENIDORM,ELISA LLORCA LLINARES," RUZAFA, EDF.AMPLIAC.H.LUNA.L-2, , 03501",16,3,17
A-584-F,ALICANTE,BENIDORM,MERCEDES BOMANT GOMIS,"AVDA Portugal, 4, 03502",16,4,17
A-594-F,ALICANTE,BENIDORM,PURIFICACION SANCHA ALBEROLA,"AVDA NICARAGUA, 15, 03502",16,4,17
A-601-F,ALICANTE,BENIDORM,JOAQUIN MARIA AMAT HUMARAN,"AV Valencia, 4, 03503",16,3,17
A-637-F,ALICANTE,BENIDORM,JOSE ANTONIO MORCUENDE LANCHO,"AVDA REY JAIME I, 1, 03502",16,4,17
A-639-F,ALICANTE,BENIDORM,MAGDALENA LUISA SUAREZ-POLA LERMA,"AVDA DE EUROPA, 6, 03503",16,3,17
A-653-F,ALICANTE,BENIDORM,CRISTINA BLAY PASCUAL,"AVDA Estocolmo, 2, 03503",16,3,17
A-658-F,ALICANTE,BENIDORM,JOSE FERNANDO RUIZ MIJARES,"CALLE Santander, 18, 03502",16,3,17
A-668-F,ALICANTE,BENIDORM,CARMEN LOPEZ-GASCO GARCIA,"CALLE Ibiza, 6, 03503",16,3,17
A-670-F,ALICANTE,BENIDORM,NURIA MAURANDI BARBERA,"VIA Emilio OrtuÃ±o, 21, 03501",16,3,17
A-671-F,ALICANTE,BENIDORM,"JUAN ANTONIO NICOLAS FERNANDEZ, ARACELI ZAPATA CONESA","AV Vila Joiosa, 19, 03502",16,3,17
A-672-F,ALICANTE,BENIDORM,"REMEDIOS GALIANA GREGORI, FRANCISCO JOSE GALIANA GREGORI","CALLE DINAMARCA ED. SARG VELL, , 03502",16,4,17
A-673-F,ALICANTE,BENIDORM,JESUS GARCIA GARCIA,"AVDA Finlandia, 2, 03502",16,4,17
A-674-F,ALICANTE,BENIDORM,VICENTE PEREZ ORTUÑO,"CALLE Esperanto, 10, 03503",16,3,17
A-675-F,ALICANTE,BENIDORM,PEDRO JOSE ALEO CAPELO," MONTERA, E.MARINA CANALS L-6, , 03502",16,4,17
A-683-F,ALICANTE,BENIDORM,JORGE CRESPO SORIA,"AV Doctor Severo Ochoa, 5, 03503",16,3,17
A-684-F,ALICANTE,BENIDORM,FERNANDO TRAMOYERES CELMA," DEL MEDITERRANEO (ED. COBLANCA NÂº 41), , 03503",16,3,17
A-690-F,ALICANTE,BENIDORM,"JORGE MARTINEZ DE LA CAMARA FLUVIA, CARLOS MARTINEZ DE LA CAMARA FLUVIA","CALLE NORUEGA. EDIF. GEMELOS 8, S/N, 03502",16,4,17
A-692-F,ALICANTE,BENIDORM,ENRIQUE BATRES IGLESIAS,"CALLE Ibiza, 7, 03503",16,3,17
A-693-F,ALICANTE,BENIDORM,MANUEL A. RUIZ PINA,"CALLE Virgen de la Almudena, 34, 03502",16,4,17
A-697-F,ALICANTE,BENIDORM,IVAN QART FERNANDEZ,"AVDA Europa, 27, 03503",16,3,17
A-705-F,ALICANTE,BENIDORM,ALMA MARIA MONLLOR TRELIS,"AV AIGUERA, 8, 03501",16,3,17
A-714-F,ALICANTE,BENIDORM,BLANCA OCHOA HIJONA,"AVDA Mediterraneo, 56, 03503",16,3,17
A-723-F,ALICANTE,BENIDORM,MARTA UCEDA RIERA,"AVDA Armada EspaÃ±ola, 12, 03502",16,4,17
A-758-F,ALICANTE,BENIDORM,MARIA DEL CARMEN REIG LOPEZ,"CALLE Langreo, 4, 03502",16,3,17
A-775-F,ALICANTE,BENIDORM,MARIA ELENA SAINZ GUTIERREZ,"AV Rei Jaume I, 9, 03501",16,4,17
A-735-F,ALICANTE,BENIFALLIM,YOLANDA RIQUELME PEREZ,"CALLE Abajo, 10, 03816",15,5,14
A-737-F,ALICANTE,BENIFATO,EVA MARTA GALIANA DE LA VILLA,"C Forn, 6, 03517",16,5,18
A-535-F,ALICANTE,BENIGEMBLA,Mª ELENA GARRIDO SALORT,"C Nou, 20, 03794",13,7,6
A-417-F,ALICANTE,BENIJOFAR,"SALUD BUENO GARRIGA, BEATRIZ GEA MONERA","AVDA Federico Garcia Lorca, 21, 03178",22,2,42
A-487-F,ALICANTE,BENILLOBA,DESAMPARADOS DOMINGO TORTAJADA,"C Jovellanos, 2, 03810",15,5,14
A-736-F,ALICANTE,BENILLUP,JUAN MANUEL NUÑEZ-CACHO CANALES,"C Darrere Cases, S/N, 03827",15,9,15
A-517-F,ALICANTE,BENIMANTELL,ALFONSO NUÑEZ-CACHO CANALES,"CTRA Alcoi, 19, 03516",16,5,18
A-544-F,ALICANTE,BENIMARFULL,GRACIELA ANTONIA MANTUANO ,"CALLE San Jaime, 15, 03827",15,9,15
A-836-F,ALICANTE,BENIMASSOT,MANUEL OLIVERT AMADO,"C Sant Josep, 2, 03812",15,5,14
A-541-F,ALICANTE,BENIMELI,MARIA DEL REBOLLET MARTINEZ MELIS,"CALLE San Andres, 37, 03769",13,7,6
A-44-F,ALICANTE,BENISSA,"ELENA DIAZ-HEREDERO LOZANO, MARTA DIAZ-HEREDERO LOZANO","CARRE Reverend Pare Melchor, 8, 03720",13,1,1
A-603-F,ALICANTE,BENISSA,JUAN CARLOS CASADO MARCOS DE LEON,"AVDA DE LA MARINA, 36, 03720",13,1,1
A-625-F,ALICANTE,BENISSA,CARMEN VILLANUEVA ALBANELL,"CARRE Benidoleig, 18, 03720",13,1,1
A-831-F,ALICANTE,BENISSA,ANDRES FEMENIA FONT,"AV Pais Valencia, 66, 03720",13,1,1
A-89-F,ALICANTE,BENISSA,JOSEFA MARTÍ FABREGAT,"CARRE Pare Andres Ivars, 1, 03720",13,1,1
A-216-F,ALICANTE,BENITACHELL/POBLE NOU DE BENITATXELL (EL),JOSE PASCUAL TORRES FONTES," CAPELLETES, 3, 03726",13,10,8
A-619-F,ALICANTE,BENITACHELL/POBLE NOU DE BENITATXELL (EL),ALEJANDRO GIL GARCIA,"URB CUMBRES DEL SOL. PARC.A.1, , 03726",13,10,8
A-163-F,ALICANTE,BIAR,"ANA ANDRES GONZALEZ, LUISA MARIA ESCRIVA FERNANDEZ","CALLE San Cristobal, 9, 03410",18,2,27
A-514-F,ALICANTE,BIGASTRO,ANTONIO MEDINA LORENZO,"CALLE Aureliano Diaz, 24, 03380",21,3,37
A-664-F,ALICANTE,BIGASTRO,INMACULADA SEVA IZQUIERDO,"CALLE Goya, 7, 03380",21,3,37
A-78-F,ALICANTE,BIGASTRO,"JOSE JULIAN MARTINEZ FUENTES, MAGNOLIA JULIA GRAU GALVEZ","CALLE Purisima, 38, 03380",21,3,37
A-500-F,ALICANTE,BUSOT,DOLORES SUCH NOGEROLES,"C Font (la), 7, 03111",17,8,24
A-129-F,ALICANTE,CALLOSA DE SEGURA,"JOSE MANRESA GALIANA, MARIA ENRIQUE MANRESA GILABERT","CALLE Abajo, 13, 03360",21,4,38
A-145-F,ALICANTE,CALLOSA DE SEGURA,JOSE LUIS MATEO LOPEZ,"CALLE Medico Antonio Simon, ED.PARIS, 03360",21,4,38
A-167-F,ALICANTE,CALLOSA DE SEGURA,JOSE ANTONIO ÑIGUEZ PUJOL,"PLAZA EspaÃ±a, 4, 03360",21,4,38
A-241-F,ALICANTE,CALLOSA DE SEGURA,MARIA DOLORES MANRESA GILABERT,"CALLE Carlos Galiana, 11, 03360",21,4,38
A-454-F,ALICANTE,CALLOSA DE SEGURA,ROCIO CAYUELAS SANCHIS,"AVDA Constitucion, 22, 03360",21,4,38
A-641-F,ALICANTE,CALLOSA DE SEGURA,LUIS ANDRES SORIANO BALLESTER," CARRERO BLANCO, ESQ R. FABIOLA, , 03360",21,4,38
A-201-F,ALICANTE,CALLOSA D'EN SARRIA,MARIA JESUS SAVALL PEREZ,"PLAZA ESPAÃ‘A, 9, 03510",16,5,18
A-221-F,ALICANTE,CALLOSA D'EN SARRIA,CESAR SALORT LLORCA,"CTRA Alcoi (dÂ´), 6, 03510",16,5,18
A-772-F,ALICANTE,CALLOSA D'EN SARRIA,FRANCISCO PRECIOSO CANTOS,"C Jaume Roig, 19, 03510",16,5,18
A-33-F,ALICANTE,CALP,RAFAEL CALATAYUD IVARS,"CALLE Conde de Altea, 32, 03710",13,2,2
A-375-F,ALICANTE,CALP,ELENA SAVALL GOMEZ,"CALLE Almendros, los, 15, 03710",13,2,2
A-470-F,ALICANTE,CALP,LETICIA MARIA CALATAYUD SANCHEZ,"CALLE NiÃ±a, la, 7, 03710",13,2,2
A-525-F,ALICANTE,CALP,ANGEL SUCH PALACIOS,"AVDA Ifach, de, 10, 03710",13,2,2
A-566-F,ALICANTE,CALP,"ANTONI ALAGARDA LINARES, Mª PILAR GARCIA CERVERA","AVDA Juan Carlos I, 12 Y 14, 03710",13,2,2
A-606-F,ALICANTE,CALP,GLADYS ALVINA TORRES BELLIDO,"PTDA Tosal, el, 2J, 03710",13,2,2
A-665-F,ALICANTE,CALP,"CARLOS CASADO BUIGUES, MARIA DEL CARMEN BUIGUES FERRER","CALLE Benidorm, 12, 03710",13,2,2
A-724-F,ALICANTE,CALP,"EDUARDO FRANCO CALVO, ANA MARIA PERLES POQUET","CALLE Corbeta, 10, 03710",13,2,2
A-763-F,ALICANTE,CALP,FRANCISCO JAVIER GARCIA MARTINEZ,"AVDA Rosa de los Vientos, 4, 03710",13,2,2
A-768-F,ALICANTE,CALP,PABLO VILLANUEVA GARCIA,"AVDA Europa, 6, 03710",13,2,2
A-10-F,ALICANTE,CAMPELLO (EL),"AMPARO RABASA DOLADO, PABLO  MATEU RABASA","C Sant Bartomeu, 63, 03560",17,6,22
A-16-F,ALICANTE,CAMPELLO (EL),JOSE IGNACIO COSIN OCHAITA," URBANIZ. MISTRAL 7. BLOQ.A, 10, , 03560",17,6,22
A-38-F,ALICANTE,CAMPELLO (EL),Mª VICENTA CANO ARRIBI,"C Doctor Fleming, 18, 03560",17,6,22
A-476-F,ALICANTE,CAMPELLO (EL),ELENA PEREZ BELDA,"C Juan de la Cierva, 40, 03560",17,6,22
A-678-F,ALICANTE,CAMPELLO (EL),EDUARDO SUAREZ-BARCENA RAMIREZ,"C Sant Joan Bosco, 1, 03560",17,6,22
A-698-F,ALICANTE,CAMPELLO (EL),Mª JOSE MARTINEZ PARDO,"AV Germanies, 8, 03560",17,6,22
A-710-F,ALICANTE,CAMPELLO (EL),CARLOS CAMPS MIRALLES,"C Mare de Deu dels Desemparats, 4, 03560",17,6,22
A-759-F,ALICANTE,CAMPELLO (EL),"ROCIO MUÑOZ MONLLOR, JOSÉ MIGUEL MUÑOZ MOLTÓ","C Sant Bartomeu, 26, 03560",17,6,22
A-782-F,ALICANTE,CAMPELLO (EL),ANA MARIA ROSELLO BONO,"AV Generalitat, 4, 03560",17,6,22
A-788-F,ALICANTE,CAMPELLO (EL),VICENTA JOSE ALVAREZ CUBELLS,"AV Fabraquer, 38, 03560",17,6,22
A-793-F,ALICANTE,CAMPELLO (EL),LAURA POMARES MIRALLES,"AV Jaume i el Conqueridor, 150, 03560",17,6,22
A-536-F,ALICANTE,CAMPO DE MIRRA/CAMP DE MIRRA (EL),LORENA SAEZ LOPEZ,"C Sant Bertomeu, 10, 03469",18,2,27
A-501-F,ALICANTE,CAÑADA,BLANCA CAMPS ARANDA,"CALLE Pintor Sorolla, 23, 03409",18,2,27
A-208-F,ALICANTE,CASTALLA,EVA MARIA ALONSO PEREZ,"C Travessera dels Quatre Camins, 12, 03420",15,6,12
A-321-F,ALICANTE,CASTALLA,"CARIDAD CARRILLO NUÑEZ, ANA ISABEL CARRILLO NUÑEZ","CALLE Convento, 18, 03420",15,6,12
A-741-F,ALICANTE,CASTALLA,CARMEN MARQUEZ ROMERO,"AV De la Constitucio, 71, 03420",15,6,12
A-844-F,ALICANTE,CASTALLA,FRANCISCA MIRALLES LOPEZ,"AVDA De Onil, 58, 03420",15,6,12
A-527-F,ALICANTE,CASTELL DE CASTELLS,CLARA MAGDALENA VELAZQUEZ NICOLAS,"CALLE Jose Antonio, 17, 03793",13,7,6
A-301-F,ALICANTE,CASTELL DE GUADALEST (EL),AMALIA CASTAÑO LOPEZ,"CTRA CALLOSA ENSARRIA, 3, 03517",16,5,18
A-130-F,ALICANTE,CATRAL,MARÍA GABRIELA ASENSIO RIPOLL,"CALLE San Juan, 2, 03158",21,5,39
A-633-F,ALICANTE,CATRAL,MERCEDES MARTINEZ-CANALES RAMIREZ,"CALLE Purisima (la), 36, 03158",21,5,39
A-855-F,ALICANTE,CATRAL,JAVIER LLOPICO ALOS,"CALLE Manuel Flores, 4, 03158",21,5,39
A-262-F,ALICANTE,COCENTAINA,MARIA CRISTINA ALOS RIERA,"AV Passeig del Comtat, 40, 03820",15,7,14
A-275-F,ALICANTE,COCENTAINA,LUCIA HERNANDEZ PASCUAL,"AVDA PAIS VALENCIANO, 76, 03820",15,7,14
A-6-F,ALICANTE,COCENTAINA,JOSE LUIS ALOS RIERA,"PLAZA EL PLA, 10, 03820",15,7,14
A-732-F,ALICANTE,COCENTAINA,BLAS FUSTER BONET,"AVDA DEL FERROCARRIL, 19, 03820",15,7,14
A-521-F,ALICANTE,CONFRIDES,JOSE MANUEL ZARAGOZA MIGUEL,"CALLE Alicante, 1, 03517",16,5,18
A-743-F,ALICANTE,COX,ELISA TAVERNER CASELLES,"CALLE Lepanto, 34, 03350",21,4,38
A-85-F,ALICANTE,COX,MERCEDES PALOMA GIMENEZ ARTES,"AVDA Carmen, 25, 03350",21,4,38
A-113-F,ALICANTE,CREVILLENT,JOSEFA OLIVER CANDELA,"C Ribera, 18, 03330",24,2,32
A-204-F,ALICANTE,CREVILLENT,JOAQUIN L. HERNANDEZ MEJIAS,"PG Arbrets (dels), 13, 03330",24,2,32
A-220-F,ALICANTE,CREVILLENT,PEDRO RABADAN OLIVER,"C Sant Roc, 1, 03330",24,2,32
A-36-F,ALICANTE,CREVILLENT,TERESA MAS OLIVER,"PLAZA CHAPI, 2, 03330",24,2,32
A-370-F,ALICANTE,CREVILLENT,"JAIME MUÑOZ MADRID, RICARDO MUÑOZ MADRID","C Rei en Jaume I, 9, 03330",24,2,32
A-504-F,ALICANTE,CREVILLENT,JUAN JOSÉ SANCHEZ MARTÍN,"C CASTELLO, 5, 03330",24,2,32
A-751-F,ALICANTE,CREVILLENT,MIGUEL ANGEL SORRIBES VIDAL,"C Santissima Trinitat, 90, 03330",24,2,32
A-752-F,ALICANTE,CREVILLENT,PRIMITIVO HERRERO COSIN,"C Cor de Jesus, 40, 03330",24,2,32
A-812-F,ALICANTE,CREVILLENT,FRANCISCO JAVIER ESPINOS BONMATI,"C Ronda Sud, 3, 03330",24,2,32
A-816-F,ALICANTE,CREVILLENT,SILVIA MARGARITA SOTO MASET,"C Cardenal Tarancon, 3, 03330",24,2,32
A-310-F,ALICANTE,DAYA NUEVA,"JAVIER ZARAGOZA SANTAMARIA, MERITXELL ZARAGOZA SANTAMARIA, JORGE ZARAGOZA DOLZ","CALLE Generalisimo, 57, 03159",21,2,36
A-304-F,ALICANTE,DAYA VIEJA,RAMON MOLINA AGULLO,"CALLE PRESIDENTE ADOLFO SUAREZ, 10, 03177",21,2,36
A-155-F,ALICANTE,DENIA,ALBERTO J. MIQUEL BLASCO,"C Marques de Campo, 66, 03700",13,3,3
A-158-F,ALICANTE,DENIA,NATALIA FERNANDEZ DE RETANA MATOSSI,"AVDA Valencia, 2, 03700",13,3,3
A-17-F,ALICANTE,DENIA,VIOLETA LLANO GRECH,"C Cop, 3, 03700",13,3,3
A-311-F,ALICANTE,DENIA,Mª DEL MAR SALA DE OYANGUREN,"AVDA MAR, 7, 03709",13,3,3
A-337-F,ALICANTE,DENIA,ELENA DOMENECH DE ANTONIO,"CALLE Patricio Ferrandiz, S/N, 03700",13,3,3
A-362-F,ALICANTE,DENIA,Mª DEL VALLE  SALVA  RUIZ,"PLAZA Raset, 6, 03580",16,1,3
A-464-F,ALICANTE,DENIA,ENRIQUE FRANCISCO BARBER NOGUERA,"AVDA ALICANTE, 45, 03700",13,3,3
A-493-F,ALICANTE,DENIA,ENRIQUE ROMANY PUIG,"CALLE Elche, 2, 03700",13,3,3
A-497-F,ALICANTE,DENIA,FERNANDO MIRALLES MAS,"CTRA LAS MARINAS.ED.GOLDENPARK, , 03700",13,3,3
A-560-F,ALICANTE,DENIA,ROSA MARIA PRATS MAS,"CALLE Marquesa Valero de Palma, 6, 03700",13,3,3
A-569-F,ALICANTE,DENIA,SALVADORA SIVERA SIGNES,"CTRA Provincial del Barranco del Monyo a les Arenetes, 61, 03700",13,3,3
A-58-F,ALICANTE,DENIA,"JOSE BRINES BLASCO, RITA BRINES JUAN","AV Joan Fuster, 28, 03700",13,3,3
A-623-F,ALICANTE,DENIA,INES ROIG SANCHEZ," PART.BOVETES.C.C.""BRISAS"", 4, 03700",13,3,3
A-699-F,ALICANTE,DENIA,"ISABEL ROSELLO FONT, ISABEL CARDONA ROSELLO","CTRA Denia a Xabia, 20, 03700",13,3,3
